names,predictions,confidences
matthew neville,Celtic,87.642
per lofberg,Nordic,99.848
mark jennings,Celtic,72.741
richard krasno,Nordic,69.616
bennett shapiro,African,90.051
bernt reitan,Nordic,84.032
ming hsieh,EastAsian,97.165
charles ream,Celtic,90.855
david mullen,Celtic,84.18
julio quintana,Hispanic,99.137
minoru morio,EastAsian,99.926
pamela joyner,Celtic,87.013
robert scott,Celtic,80.94
john molan,Celtic,80.854
lon gorman,Celtic,76.526
jeffrey edwards,Celtic,87.998
john markese,SouthAsian,87.198
deborah wincesmith,Celtic,85.511
martin wade,Celtic,86.932
james mac,Celtic,55.884
charles hoffman,Celtic,36.329
james gardner,Celtic,91.734
james oleary,Celtic,83.53
mark swartz,African,89.854
gary spies,Celtic,75.959
craig dally,Celtic,70.943
scott smith,Celtic,65.922
jeffrey williams,Celtic,60.557
scot jarvis,Celtic,80.983
thomas bernard,European,51.145
alejandro burillo,Hispanic,96.148
robert dynes,Celtic,92.267
peter job,European,31.935
matthew szulik,Celtic,49.78
david ure,African,59.49
michelangelo volpi,European,94.017
philip wood,Celtic,82.185
vivek ranadive,SouthAsian,98.063
barry goldstein,African,56.161
frances lucastauchar,Celtic,42.416
carolyn shanks,Celtic,78.044
joseph richmond,Celtic,74.436
george murnane,Celtic,84.509
douglas baena,Hispanic,71.768
jeannine davis,Celtic,75.269
william bishop,Celtic,82.644
ervan zouzalik,European,86.23
paul uhlmann,European,59.439
thomas wood,Celtic,37.041
dermot dunphy,Celtic,59.565
james keegan,Celtic,87.608
james urdan,Celtic,81.555
robert matthews,Celtic,92.852
john goossens,African,49.142
annette quintana,Hispanic,93.556
thomas gallagher,Celtic,88.514
rahn porter,Celtic,63.016
john rutherfurd,Celtic,91.575
jose carrion,Hispanic,95.411
james lenehan,Celtic,45.616
robert hillier,Celtic,62.819
mason chrisman,Celtic,51.816
albert springs,European,54.5
gairy nichols,Celtic,87.255
stephen chryst,Celtic,85.029
thomas rogers,Celtic,58.635
mclaughlin korologos,African,79.341
benjamin sottile,European,51.597
carl donaway,Celtic,73.87
lawrence jones,Celtic,74.772
george lindahl,Nordic,99.374
jeff sandefer,Celtic,38.572
john echols,Celtic,51.566
duncan stewart,Celtic,61.92
einar greve,Nordic,99.515
svein jacobsen,Nordic,99.836
lou poynter,Celtic,84.093
roberts john,African,46.868
donald rausch,African,81.637
alberto yepez,Hispanic,93.156
thomas jacobsen,Nordic,98.552
simon kukes,Celtic,40.226
gerald clark,Celtic,75.511
patrick welch,Celtic,55.031
lawrence stein,African,65.455
susan congalton,Celtic,79.941
julio leon,Hispanic,98.408
edgar gerwig,European,92.411
anthony wild,Celtic,80.008
marc lebaron,European,52.06
jeffrey mclaren,Celtic,85.96
juan acostareboyras,Hispanic,95.308
hugh ewing,Celtic,68.179
jcoley clark,Celtic,79.394
gregory tomlinson,African,52.307
corliss nelson,Celtic,75.231
thomas skelly,Celtic,86.285
william meurer,European,48.563
william boettcher,African,81.322
david anderson,Celtic,74.596
richard booth,Celtic,74.872
norimichi kanari,EastAsian,96.61
takaharu saegusa,EastAsian,98.187
galai doss,European,54.67
andrew parsons,Celtic,88.743
william welsh,Celtic,79.525
david goeddel,European,83.41
steven mcknight,Celtic,90.565
paul marks,Celtic,82.126
robert kenney,Celtic,88.074
laurence tanner,Celtic,71.964
marie gustin,Hispanic,77.203
mark karp,European,55.441
fred hollfelder,European,43.922
harry mazadoorian,Muslim,65.77
jeffrey witherwax,Celtic,33.795
jeanfrancois theodore,European,97.126
steven karol,European,76.59
mark zupan,Hispanic,67.03
amin khalifa,Muslim,45.031
james mctaggart,Celtic,95.27
lawrence wagner,African,79.626
helen pudlin,Celtic,89.621
marilyn ware,Celtic,87.512
walter segsworth,Celtic,76.991
richard ellenberger,Celtic,62.58
eric blanchard,European,92.139
deanna oppenheimer,African,47.04
john albers,Celtic,64.805
randy foutch,African,58.017
larry moore,Celtic,83.535
james declusin,European,39.775
gregory goven,African,55.749
francesco caio,European,96.334
dan joyner,Celtic,57.182
eric munson,Celtic,60.242
allen tate,African,33.305
eugene mcdonald,Celtic,61.875
ernest roessler,European,63.227
james brame,Celtic,64.194
frank oconnell,Celtic,60.366
werner heid,European,74.077
robert frist,Nordic,59.881
frank gordon,African,74.573
thompson dent,Celtic,61.226
william stead,Celtic,89.164
darrell jennings,Celtic,65.423
julie roberts,Celtic,89.848
marina hatsopoulos,European,82.241
david sample,Celtic,78.284
james long,Celtic,57.643
peter gyenes,Nordic,43.141
patricia sueltz,Hispanic,50.871
carroll mackin,Celtic,89.786
edward wilson,Celtic,78.379
michel baise,European,84.045
richard hawkins,Celtic,89.347
steven collins,Celtic,80.002
jerry gramaglia,Hispanic,83.456
kay isaacsonleibowitz,African,88.949
timothy barrows,Celtic,87.618
henk visser,European,68.689
karin eastham,Nordic,91.367
donald wilson,Celtic,69.576
daniel mcmanus,Celtic,79.743
tom smith,Nordic,43.041
michael price,Celtic,75.348
bob alexander,Nordic,56.692
dennis severance,African,50.719
ronald croen,Celtic,66.034
vinton cerf,African,36.136
curtis carlson,Celtic,64.505
alan herzig,European,63.242
gary morgenthaler,African,61.011
cantey ergen,Muslim,91.27
michael schroeder,European,68.362
andrew albert,African,77.126
george mrkonic,European,65.036
stephen reitman,Celtic,76.697
nick voller,European,59.441
mark feldman,Celtic,56.518
frank melton,Celtic,67.407
corinne lyle,Celtic,44.262
scott kriens,African,36.036
pradeep sindhu,SouthAsian,91.261
david dodd,Celtic,53.732
philippe rollier,European,94.517
lawrence tanenbaum,African,79.05
trung doan,EastAsian,87.888
edward speno,Hispanic,71.362
jaime ellertson,Hispanic,46.587
alan feller,Celtic,72.695
willem van,European,95.227
richard pattarozzi,European,66.941
james mills,Celtic,84.931
timothy conlon,Celtic,89.579
mark tercek,European,48.512
charlotte beers,Celtic,61.134
sharon patrick,African,54.709
john fox,Celtic,76.773
david weiss,European,59.377
john manning,Celtic,82.019
allan tuttle,Celtic,80.777
philippe germond,European,95.022
georg kofler,European,84.837
pierre lescure,European,95.935
jeanmarie messier,European,69.259
richard cantor,Hispanic,77.247
nathan gantcher,Celtic,81.441
dinesh paliwal,SouthAsian,95.162
robert matza,African,93.67
heidi schneider,European,75.394
marvin schwartz,African,69.211
peter sundman,Nordic,76.42
lawrence zicklin,Celtic,74.831
peter klisares,European,77.317
james lintzenich,Celtic,50.095
william elmore,Celtic,77.255
richard tinsley,Celtic,89.738
kingston duffie,Celtic,49.34
geoffrey yang,EastAsian,79.472
john peters,African,55.05
william richardson,Celtic,77.61
thomas gallagher,Celtic,88.514
james ferris,Celtic,54.311
jon finley,Celtic,90.983
wilhelm simson,Hispanic,79.566
vicki fuller,Celtic,58.288
maud mater,Nordic,46.499
james free,Celtic,83.889
harold ickes,Celtic,78.508
john ballbach,Nordic,55.84
anjan mukherjee,SouthAsian,98.51
michael press,Celtic,51.231
jane aggers,Celtic,92.992
robert picow,Celtic,92.978
steven bernstein,African,68.606
satya nadella,SouthAsian,95.376
joseph brown,Celtic,67.129
robert melzer,European,85.073
robert cushing,Celtic,91.361
vivek ragavan,SouthAsian,98.08
gaurav garg,SouthAsian,98.097
nancy schoendorf,European,56.087
robert culver,Celtic,86.915
howard speaks,Celtic,91.304
james donald,Celtic,93.332
matthew desch,Celtic,80.132
louis lipschitz,African,91.488
masaki yoshikawa,EastAsian,99.935
brendan dawson,Celtic,58.636
worley clark,Celtic,72.275
lord baker,Celtic,77.894
richard goldstein,European,42.484
james heekin,Celtic,83.385
kenneth klein,African,55.643
barry bycoff,Celtic,81.987
ralph wagner,European,90.104
paul deninger,Celtic,77.052
john shields,Celtic,73.064
david dalessandro,European,71.232
robert fast,Celtic,73.976
robert popeo,European,77.255
robert tarr,Celtic,62.266
douglas boyd,Celtic,80.548
william merritt,Celtic,80.671
william simon,Celtic,43.383
eliot wadsworth,Celtic,92.738
gina doynow,Celtic,52.374
david young,Celtic,49.63
theresa gillespie,African,44.138
mikal thomsen,Nordic,99.772
daniel rabun,European,67.828
martin lambert,European,44.081
joe mckinney,Celtic,92.228
donald casey,Celtic,82.643
beatriz infante,Hispanic,99.371
george boyadjieff,European,32.934
eugene white,Celtic,59.678
leroy barnes,Celtic,82.552
muhtar kent,Muslim,93.054
lloyd everson,Celtic,58.174
kenneth klein,African,55.643
william kelvie,Celtic,76.022
clifton pemble,African,76.132
terrence mcdermott,Celtic,82.466
richard smith,Celtic,55.751
charles peffer,Celtic,75.051
john kelly,Celtic,89.837
scott jones,Celtic,86.184
thomas matlack,European,49.109
joseph chung,EastAsian,55.149
jeet singh,SouthAsian,69.006
robert walters,Celtic,79.118
jomei chang,EastAsian,93.158
dale skeen,Celtic,78.113
william younger,Celtic,38.283
william owens,Celtic,78.591
michael hsing,EastAsian,43.517
james moyer,Celtic,84.747
douglas eby,Celtic,78.109
garrett pierce,African,64.617
raymond spencer,Celtic,84.178
julie reinganum,Celtic,67.184
joseph bae,EastAsian,43.135
ann buivid,Nordic,96.478
robert murphy,Celtic,92.431
james gallagher,Celtic,95.227
lawrence prendergast,Celtic,49.875
harvey traison,African,58.221
george robb,Celtic,56.825
linda green,Celtic,64.245
eric zinterhofer,European,80.085
peter chen,EastAsian,64.914
jean hamilton,Celtic,62.717
james cummings,Celtic,92.716
catherine paglia,Celtic,26.941
michael polsky,Celtic,37.115
samuel thomas,SouthAsian,83.523
kay norton,Celtic,82.79
steven butler,Celtic,83.235
mervin dunn,African,54.162
william cosgrove,Celtic,77.146
donald quest,Celtic,44.747
leonard gudelski,European,75.207
ronald hermance,SouthAsian,29.252
verne atwater,African,89.354
john birchby,Celtic,86.345
victoria bruni,European,36.296
john klie,Celtic,36.917
arthur wynne,Celtic,77.496
kenneth birchby,Celtic,72.92
andrew egner,European,37.266
wayne badovinus,African,87.133
ronald schmidt,European,85.533
david lee,EastAsian,66.232
andrew rappaport,Celtic,64.345
keith mcauliffe,Celtic,92.5
douglas spreng,African,52.488
william greenhey,Celtic,77.97
andrew seidel,European,40.179
harding stowe,Celtic,76.878
todd farha,Nordic,33.005
ruben kingshaw,SouthAsian,34.44
christian michalik,European,91.88
alif hourani,Muslim,87.713
wolfdieter hass,European,96.51
anthony tether,African,49.954
anthony smurfit,Celtic,83.523
george sarney,Celtic,52.682
hugh durden,Celtic,82.128
jeanfrancois formela,European,55.688
george scangos,European,78.618
peter stadler,European,36.928
lance willsey,African,57.617
charles cohen,African,57.921
geoffrey duyk,Celtic,55.671
andrew senyei,African,89.426
thomas hargrove,Celtic,42.966
jeffrey lane,Celtic,79.018
nelson lane,Hispanic,73.98
forrest schneider,European,87.294
alexander knaster,Celtic,50.407
james nave,Celtic,83.232
michael bosworth,Celtic,77.272
philip read,Celtic,89.846
mary krey,Celtic,73.783
jami nachtsheim,Muslim,32.079
david chen,EastAsian,87.391
john hardesty,Celtic,87.95
philip fishbach,Celtic,39.698
peter gilbert,Celtic,48.368
michael schrage,Nordic,29.729
jon miller,Celtic,62.97
lutz lingnau,European,96.146
ian wade,Celtic,90.977
kevin whalen,Celtic,71.978
del marsh,African,40.739
neal waddington,Celtic,88.059
john stiska,Nordic,57.254
lawrence fox,Celtic,47.128
eric wenaas,Nordic,68.727
erika paulson,Nordic,85.547
lawrence bouman,African,72.047
roch doliveux,European,58.782
john giuliani,European,43.937
matthew moog,Celtic,65.582
john hamm,African,37.197
nelson kelly,African,46.652
toyohiko muraki,EastAsian,99.922
thomas macmahon,Celtic,76.717
thomson leighton,Celtic,77.555
edward scott,Celtic,78.147
terrance mcguire,Celtic,77.788
todd dagres,Nordic,98.656
daniel lewin,Celtic,75.788
ursula fairbairn,European,83.684
charles miller,Celtic,76.863
colin williams,Celtic,71.279
ronald saldarini,European,61.361
oscar munoz,Hispanic,98.838
martin phillips,Celtic,80.568
 series,European,39.37
 series,European,39.37
finn jacobsen,Nordic,99.838
timothy lucas,Celtic,75.787
philip moore,Celtic,87.613
stephen wood,Celtic,82.577
sean erwin,Celtic,69.093
edward grzedzinski,European,85.724
james mcneal,Celtic,91.106
dan crippen,European,86.984
jeffrey katzenberg,Nordic,58.431
roger enrico,Hispanic,61.0
jerry edgerton,Celtic,94.081
lewis coleman,Celtic,76.969
david geffen,Celtic,59.051
nathan myhrvold,Nordic,98.753
ian berg,Nordic,55.813
michael dipiano,Hispanic,31.46
brian tierney,Celtic,84.001
rolland dickson,Nordic,94.467
gerald deitchle,Celtic,56.759
patricia eckert,European,73.851
jeffrey mcmullen,Celtic,89.607
arnold golieb,African,46.191
george kirkland,Celtic,76.379
james durkin,Celtic,92.427
david braddock,Celtic,90.005
david mcgurn,Celtic,89.719
richard crystal,Hispanic,43.162
james braniff,Celtic,90.71
gary coughlan,Celtic,87.326
jay hoag,Celtic,68.457
martin simonetti,European,82.812
malcolm gefter,Celtic,76.521
leonard baker,Celtic,72.149
william ringo,African,72.563
albert zesiger,European,94.584
gerald montry,African,25.791
barbara kaczynski,European,93.185
john porter,Celtic,84.01
jeffrey turner,Celtic,88.189
william floyd,Celtic,85.971
james mclane,Celtic,90.019
heather reisman,Celtic,62.32
lance rosenzweig,African,74.513
william lansing,African,79.254
greg gianforte,African,74.902
terrence dunn,Celtic,83.864
robert schiller,European,77.39
marco hellman,European,83.133
jerry langdon,Celtic,47.244
john forsgren,Nordic,99.229
james matthews,Celtic,93.726
mary mcnabb,Celtic,92.743
gerald thompson,Celtic,81.139
alan kaplan,Celtic,55.567
alan heller,Celtic,64.209
irwin zazulia,Hispanic,96.58
maynard jackson,African,57.706
esteban torres,Hispanic,98.011
charles crovitz,African,56.448
stephen fisher,Celtic,93.824
junichi hattori,EastAsian,99.841
fred hall,Celtic,76.3
dana schmaltz,European,88.786
albert pharis,African,38.02
everett dobson,Celtic,72.146
russell dobson,Celtic,69.516
stephen dobson,Celtic,89.619
robert fisch,European,87.974
eugene hall,Celtic,47.529
michael bingle,Celtic,80.761
marc benioff,European,60.689
stuart krassner,Celtic,72.729
anthony maida,African,97.457
dilip mehta,SouthAsian,93.672
frederick gronbacher,European,54.356
melvin sharoky,African,61.426
hugh panero,Hispanic,71.117
nathaniel davis,Celtic,36.957
pierce roberts,African,79.56
randy segal,Hispanic,60.867
jack shaw,Celtic,71.756
ali jenab,Muslim,90.806
ronald congemi,European,44.466
guy adams,Celtic,65.464
david hilton,Celtic,85.276
susan swain,Celtic,72.939
scott kurnit,Celtic,65.876
william wilson,Celtic,72.918
john addison,African,86.053
lynn swann,Celtic,62.252
stephen clark,Celtic,79.109
john clarke,Celtic,81.364
patrick james,Celtic,37.436
joesph mazurek,European,48.124
russel howard,Celtic,75.938
mrc greenwood,Celtic,45.982
gordon ringold,Celtic,83.45
malcom macnaught,African,50.867
george poste,European,61.217
derek reisfield,Celtic,82.219
george richards,Celtic,72.391
reilly cullinan,Celtic,89.819
maxwell hamilton,Celtic,69.699
thomas reifenheiser,European,93.736
george bajalia,SouthAsian,60.068
michael huyghue,European,67.99
william rauth,European,43.886
mary brown,Celtic,72.101
jennifer ming,EastAsian,88.315
sam lee,EastAsian,79.199
david doyle,Celtic,85.78
doran machin,European,48.043
pamela thomasgraham,Celtic,78.056
eric green,Celtic,69.351
william herron,Celtic,76.482
thomas baruch,European,81.962
hans barella,European,62.732
belinda chew,EastAsian,74.053
david cohen,Celtic,34.199
jan hommen,European,55.566
gerard kleisterlee,European,89.415
erik westerink,Nordic,53.467
adrienne graves,Celtic,61.165
judith moore,Celtic,76.262
eric hautemont,European,93.926
douglas sabella,African,35.69
jeffrey smith,Celtic,39.107
allan conseur,Celtic,26.579
evelyn dan,Hispanic,94.568
gideon benefraim,African,85.415
richard moley,Celtic,82.236
sanford robertson,Celtic,68.864
robert wynne,Celtic,89.672
richard kay,Celtic,69.949
john walker,Celtic,86.217
prescott ashe,African,93.598
raymond svider,Nordic,37.827
thomas hudson,Celtic,72.15
peng ong,EastAsian,77.466
martin brauns,European,92.08
joseph nemec,European,74.685
romesh wadhwani,SouthAsian,91.412
edward kuntz,European,74.847
marvin samson,Hispanic,92.721
gregory mays,African,81.563
maynard webb,Celtic,54.843
robert hunt,Celtic,87.076
charles walker,Celtic,82.697
thierry pilenko,European,96.076
terence young,Celtic,76.634
shirley singleton,Celtic,86.198
carl warden,Celtic,81.721
barry ariko,African,89.205
geoffrey armstrong,Celtic,90.012
ross love,Celtic,67.719
lynn peterson,Celtic,72.218
duane mcdougall,African,72.374
brian barents,Celtic,77.055
michael patterson,Celtic,74.621
felix rohatyn,European,87.968
piers marmion,European,87.108
bobby johnson,SouthAsian,35.402
andrew ludwick,Celtic,83.546
alfred amoroso,African,54.721
steven young,Celtic,59.289
harish manwani,SouthAsian,95.146
linda chowdry,Celtic,86.205
richard galbraith,Celtic,88.076
stephen greene,Celtic,83.043
timothy tully,Celtic,85.839
james matheny,Celtic,49.833
ronald woodward,Celtic,84.088
david pierson,Celtic,71.314
jack antonini,SouthAsian,34.391
john hashman,Celtic,24.121
william rogers,Celtic,80.861
paul berg,Nordic,71.413
lawrence kern,Celtic,65.491
theodore schell,African,56.118
michael huseby,Nordic,93.561
james smith,Celtic,63.164
david deming,Celtic,54.219
faraj aalaei,Muslim,85.726
shahin hedayat,Muslim,77.504
michael vargo,European,62.04
william barker,Celtic,83.651
shawyau chang,EastAsian,93.806
arthur rubinfeld,Celtic,40.322
william pape,Celtic,61.373
barry forman,Celtic,67.907
paul brooke,Celtic,93.841
kim korth,Nordic,93.502
william robbie,African,55.325
jim stewart,Celtic,80.109
john sheridan,Celtic,51.214
arthur wegner,European,92.504
john barnicle,Celtic,42.941
james crawford,Celtic,92.896
james perry,Celtic,92.372
robert taylor,Celtic,74.134
kathleen perone,Hispanic,65.694
andrew sinwell,Celtic,86.094
david furniss,Celtic,90.855
william harding,Celtic,73.449
noriyoshi osumi,EastAsian,99.808
mark attanasio,African,80.49
robert kimmitt,Celtic,88.03
dennis jones,Celtic,57.769
ross ireland,Celtic,82.82
robert lawless,Celtic,83.528
philip kaplan,Celtic,86.219
frederick schneider,European,83.051
craig ramsey,Celtic,52.996
lawrence tomlinson,Celtic,73.41
denise dickins,Celtic,92.181
jurgen weber,European,90.732
samuel gulko,European,76.303
graham strachan,Celtic,84.488
eric cooper,Celtic,80.786
glen meakem,Celtic,81.063
david becker,European,60.099
david noble,Celtic,83.273
ralph struzziero,European,81.831
kevin ober,Celtic,58.902
timothy taft,Celtic,82.452
eugene eidenberg,European,48.085
anthony naughtin,Celtic,75.909
robert shurtleff,Celtic,52.84
katherine hudson,Celtic,90.001
jack kahl,European,31.336
ricardo balda,Hispanic,95.071
beecher hicks,Celtic,84.016
michael miles,Celtic,86.262
martine rothblatt,European,61.223
james crow,Celtic,88.879
gilles cloutier,European,97.492
shelmer blackburn,Celtic,83.337
noah samara,African,76.618
david gooray,Celtic,65.113
richard babbitt,Celtic,62.26
lawrence hershfield,Celtic,86.148
randall jenson,Celtic,49.752
mark dunkerley,Celtic,76.842
ariel emanuel,Hispanic,32.328
david peterson,Celtic,71.93
gary johnson,African,52.678
richard kelly,Celtic,86.869
edward mcintyre,Celtic,92.681
amy rao,SouthAsian,59.003
william mcglashan,Celtic,86.014
jeffery gardner,Celtic,85.969
alexis lukianov,European,92.535
roger ferguson,Celtic,46.48
larry mitchell,Celtic,90.167
gregory olsen,Nordic,79.971
frank levinson,African,40.018
michael child,European,46.881
jerry rawls,Celtic,60.829
juergen knorr,European,96.686
kevin mcgovern,Celtic,82.269
jeffrey noodle,Celtic,85.855
adolpho telles,Hispanic,84.016
joseph benincasa,Hispanic,64.164
farzad dibachi,Muslim,88.18
terence garnett,Celtic,88.04
william raduchel,European,70.572
robert campbell,Celtic,89.601
kenneth overstreet,Nordic,41.271
charles moyer,African,57.999
gregory jordan,African,83.138
elizabeth daley,Celtic,88.314
james woods,Celtic,83.582
michael sabolinski,European,70.145
richard ulevitch,European,33.41
linda potter,Celtic,77.948
john obrien,Celtic,53.977
walter berger,European,91.329
mohsen sohi,Muslim,69.279
david oros,African,42.749
george davis,Celtic,40.74
frank bonsal,European,57.787
larry mcvay,Celtic,84.985
steven smith,Celtic,57.392
stephen andriole,Celtic,81.091
robert goldstein,European,91.334
angelo siracusa,Hispanic,93.622
roger easley,Celtic,94.299
dennis marlo,Hispanic,92.44
elizabeth nelson,Celtic,67.548
lewis wilks,Celtic,81.957
john craig,Celtic,82.412
steven sharpe,Celtic,88.99
howard cohen,Celtic,52.858
joshua harris,Celtic,67.026
william schumann,European,68.437
michael mcguire,Celtic,91.705
michael riley,Celtic,87.244
theodore maloney,Celtic,52.206
charles underbrink,African,44.074
patrick lonergan,European,63.919
maureen grzelakowski,European,73.008
dean burkhardt,Celtic,67.874
stacy locke,Celtic,83.209
john thompson,Celtic,74.015
michael nicolais,European,76.256
michael boyd,Celtic,77.927
paget alves,Hispanic,82.218
george riordan,Celtic,67.3
william grun,Nordic,52.343
morris offit,African,63.163
james burns,Celtic,93.565
leslie daniels,Celtic,65.404
george bresler,European,39.341
james locke,Celtic,80.308
richard sands,Celtic,40.541
robert sands,European,73.993
martin schwartz,European,83.067
david aspnes,Celtic,61.416
john derrico,Hispanic,80.837
ian loring,Celtic,64.492
anne macdonald,Celtic,89.727
catherine langham,Celtic,93.3
stephen chesebro,African,38.9
byron dunn,Celtic,63.788
menderes akdag,Muslim,95.605
frank formica,European,45.282
gian fulgoni,European,61.332
marc puleo,Hispanic,94.515
robert schweitzer,European,95.041
chihming chen,EastAsian,98.902
tamara baum,Muslim,43.672
irwin gerson,EastAsian,30.717
michael schwartz,European,69.044
david fowler,Celtic,83.935
stuart ross,Celtic,75.391
leonard coleman,Celtic,66.319
joseph cowan,Celtic,72.396
frank ianna,European,76.943
david nagel,Celtic,34.929
robert young,Celtic,75.548
eric hahn,European,77.226
selby wellman,Nordic,45.045
patrick bousquetchavanne,European,82.853
esther dyson,African,64.553
masayoshi ito,EastAsian,99.946
alex bernhardt,European,83.169
sallie bailey,Celtic,91.95
perry premdas,European,42.108
henry eyring,African,34.546
matthew calkins,Celtic,88.297
jarrod patten,Nordic,50.024
carl rickertsen,Nordic,98.964
katsumi takata,EastAsian,99.885
robert tobin,European,56.527
douglas spreng,African,52.488
edward meyercord,Celtic,80.94
paul sallaberry,Celtic,86.569
john moore,Celtic,60.109
stephen rhodes,Celtic,85.403
andrew rachleff,Celtic,84.279
michael shmerling,Celtic,40.816
arthur urciuoli,European,91.627
martin franklin,Celtic,58.241
neil leach,Celtic,91.975
martin jackson,Celtic,47.577
patrick sayer,European,51.882
bryan bedford,Celtic,79.642
marco de,Hispanic,46.254
lawrence cohen,African,75.008
andrew hopper,Celtic,61.676
hermann hauser,European,87.746
douglas lambert,Celtic,64.106
peter morris,Celtic,69.43
mark plaumann,European,73.575
kambiz hooshmand,Muslim,90.682
julie sullivan,Celtic,91.704
marti morfitt,European,59.987
jeffry allen,Celtic,51.699
david hetz,African,48.134
linus cheung,EastAsian,87.666
linda goodspeed,Celtic,81.222
michael shea,Celtic,71.752
rajen jaswa,SouthAsian,61.445
john fisher,Celtic,83.469
michael lyons,Celtic,74.644
sanjay mittal,SouthAsian,95.565
james gauer,Celtic,46.872
jack lewis,Celtic,91.663
gene riechers,European,59.139
phillip merrick,Celtic,87.7
james green,Celtic,86.033
robert vasan,European,88.085
william simon,Celtic,43.383
eugene rosenfeld,African,70.688
ricardo koenigsberger,European,66.633
arnold rosenstein,European,47.681
david traversi,Celtic,47.888
david kreinberg,European,46.129
thomas jenkins,Celtic,77.652
william clement,Celtic,56.232
peter cline,Celtic,83.294
charles fairchilds,Celtic,80.304
mark sirgo,Hispanic,87.318
preetha reddy,SouthAsian,97.01
warren batts,African,52.544
william jensen,Nordic,75.878
robert mcginley,Celtic,94.583
jeffrey lubell,Celtic,40.68
joseph coulombe,African,91.029
robert harris,Celtic,85.913
mark maron,Celtic,58.771
george turner,Celtic,82.863
kenneth jones,Celtic,66.016
bryan stolle,Celtic,78.085
ron zambonini,African,93.575
john swainson,Celtic,70.312
john partridge,Celtic,88.888
david tolley,Celtic,76.615
harvey white,Celtic,76.494
terri dial,Muslim,37.891
james lientz,African,38.248
john robinson,Celtic,67.433
jeanjacques damlamian,European,87.062
satish rishi,SouthAsian,93.463
thomas dattilo,European,83.893
enrique fiallo,Hispanic,94.439
james davidson,Celtic,79.262
william armfield,Celtic,78.769
joesph ramrath,African,35.906
phillip martineau,Celtic,71.728
gordon ulsh,Celtic,79.75
john reith,Celtic,77.439
willian kelly,Celtic,86.703
john bourgoin,European,42.661
thomas arington,Celtic,75.682
richard frankovic,Nordic,48.66
peter seaver,Celtic,90.873
stephen rogers,Celtic,89.802
lynn forester,Celtic,84.424
herman de,Hispanic,84.717
andreas mcmurtrie,Celtic,84.495
stephen perkins,Celtic,91.618
donald scifres,Celtic,39.967
henson moore,African,48.69
rajiv malik,SouthAsian,81.608
norman coates,Celtic,77.893
troy werner,Nordic,51.164
lance conn,Celtic,56.381
jonathan dolgen,Celtic,43.459
harry you,Celtic,64.673
cornelius ferris,African,80.487
robert berdahl,Nordic,98.227
jack taylor,Celtic,85.622
frank wisner,Nordic,35.617
james holden,Celtic,91.323
peter peterson,Celtic,29.38
patrick jones,Celtic,64.857
douglas hutcheson,Celtic,88.175
kathleen cote,Celtic,70.257
michael lockhart,Celtic,72.201
edward sellers,Celtic,77.408
david jones,Celtic,77.849
sreekanth ravi,SouthAsian,97.525
cosmo santullo,European,91.037
david shrigley,Celtic,86.608
robert williams,Celtic,69.58
michael levitt,Celtic,72.071
michael fischberger,European,51.313
john conners,Celtic,84.489
david lewis,Celtic,88.253
jeffrey young,EastAsian,50.601
steve odland,Nordic,91.651
elden smith,African,33.76
gururaj deshpande,SouthAsian,96.817
daniel smith,Celtic,45.354
mark wattles,Celtic,92.405
james cutler,Celtic,94.205
donald ekman,African,60.795
douglas glendenning,Celtic,84.753
william zebe,African,93.351
mark shull,Celtic,82.284
william grothe,Celtic,38.727
edward colligan,Celtic,86.606
alan solomont,Celtic,47.418
david wang,EastAsian,80.265
george mcmillan,Celtic,87.27
joyce mason,African,76.159
michael fischberger,European,51.313
harry mcpherson,Celtic,88.309
stephen brown,Celtic,83.084
james courter,Celtic,93.162
gary rieschel,European,72.948
daniel schulman,European,67.608
jesse king,African,45.06
michael weiss,European,67.25
howard jonas,Celtic,62.621
stephen greenberg,African,46.897
james mellor,Celtic,90.366
james barth,Celtic,85.701
patrick cline,Celtic,70.45
louis silverman,African,61.627
joia johnson,Celtic,37.704
bruce walker,African,76.473
burton tansky,Celtic,59.194
carol kaufman,Celtic,45.971
fisk johnson,Celtic,27.55
george lavin,Celtic,42.604
william oneill,Celtic,85.255
christopher pappas,Celtic,64.364
frank markantonis,European,71.23
gasper mir,European,78.729
stuart ray,Celtic,82.105
joseph bellino,Hispanic,45.362
barry cox,Celtic,71.152
luiz kaufmann,Hispanic,85.867
ulysses bridgeman,Celtic,74.754
dennis wood,Celtic,73.494
anthony orlando,Hispanic,97.308
michael golden,Celtic,72.382
jeffrey buchanan,Celtic,49.299
william binnie,Celtic,41.382
james prokopanko,European,40.801
steven seibert,African,68.859
fredric corrigan,Celtic,82.154
sam coats,Celtic,83.388
thomas ransdell,Nordic,81.511
candace straight,African,62.7
robin washington,Celtic,73.775
jonathan judge,Celtic,87.236
richard roscitt,Celtic,72.384
george cwynar,Celtic,84.47
robert gavin,Celtic,43.372
eric haskell,Celtic,72.126
patrick ryan,African,59.87
ralph cicerone,European,88.447
gregory marcus,African,84.022
leo daley,Celtic,76.027
james chiafullo,African,95.749
george brown,Celtic,54.546
timothy dawson,African,67.184
robert martini,European,62.847
francis rodgers,Celtic,70.777
david wagner,European,64.344
howard gwin,Celtic,90.409
rosendo parra,Hispanic,97.677
joseph stienessen,Nordic,44.654
steven demetriou,European,69.365
