dirid,first,last,fullname,female,ethnicity,ethnicity_recode,names,predictions,confidences,predictions_recode,predictions_recode_strict
200459.0,constantine,hampers,CONSTANTINE L HAMPERS,,U,Unknown,CONSTANTINE L HAMPERS,European,64.753,White,Unknown
200461.0,james,mattis,JAMES MATTIS,,CAUCASIAN,White,JAMES MATTIS,Celtic,66.645,White,Unknown
200462.0,mary,dent,MARY DENT,,CAUCASIAN,White,MARY DENT,Celtic,88.437,White,White
200463.0,alberta,siegel,ALBERTA E SIEGEL,,U,Unknown,ALBERTA E SIEGEL,European,84.904,White,White
200464.0,gwendolyn,baker,GWENDOLYN CALVERT BAKER,,U,Unknown,GWENDOLYN CALVERT BAKER,Celtic,75.926,White,White
200465.0,stephen,connolly,C STEPHEN CONNOLLY,,U,Unknown,C STEPHEN CONNOLLY,Celtic,93.54,White,White
200466.0,nicholas,marshall,NICHOLAS A MARSHALL,,U,Unknown,NICHOLAS A MARSHALL,Celtic,85.849,White,White
200467.0,james,peel,JAMES G PEEL,,U,Unknown,JAMES G PEEL,Celtic,91.807,White,White
200468.0,philip,ruppel,PHILIP F RUPPEL,,U,Unknown,PHILIP F RUPPEL,Celtic,79.31,White,White
200469.0,george,sorter,GEORGE H SORTER,,U,Unknown,GEORGE H SORTER,Celtic,61.315,White,Unknown
200470.0,william,ward,WILLIAM F WARD,,U,Unknown,WILLIAM F WARD,Celtic,86.752,White,White
200471.0,william,de,WILLIAM F DE NEERGAARD,,U,Unknown,WILLIAM F DE NEERGAARD,Nordic,98.944,White,White
200472.0,robert,boardman,ROBERT E BOARDMAN,,U,Unknown,ROBERT E BOARDMAN,Celtic,50.766,White,Unknown
200473.0,andrew,patti,ANDREW S PATTI,,U,Unknown,ANDREW S PATTI,African,57.005,Black,Unknown
200474.0,jeffrey,sloan,JEFFREY S. SLOAN,,CAUCASIAN,White,JEFFREY S. SLOAN,Celtic,68.955,White,Unknown
200475.0,el,williamson,EL WILLIAMSON,,U,Unknown,EL WILLIAMSON,Celtic,38.322,White,Unknown
200476.0,morris,jarvis,MORRIS O JARVIS,,U,Unknown,MORRIS O JARVIS,African,59.548,Black,Unknown
200477.0,wr,embry,WR EMBRY,,U,Unknown,WR EMBRY,Celtic,39.938,White,Unknown
200478.0,ml,mann,ML MANN,,U,Unknown,ML MANN,SouthAsian,87.313,Indian,Indian
200479.0,dj,mcgregor,DJ MCGREGOR,,U,Unknown,DJ MCGREGOR,Celtic,40.69,White,Unknown
200480.0,norman,yeung,NORMAN YEUNG,,ASIAN,Asian,NORMAN YEUNG,EastAsian,90.322,Asian,Asian
200481.0,md,walker,MD WALKER,,U,Unknown,MD WALKER,Muslim,97.544,MiddleEastern,MiddleEastern
200482.0,david,barrett,DAVID A BARRETT,,U,Unknown,DAVID A BARRETT,Celtic,88.021,White,White
200483.0,james,cotter,JAMES A COTTER JR,,U,Unknown,JAMES A COTTER JR,Hispanic,65.475,Hispanic,Unknown
200484.0,scott,laskey,DONA SCOTT LASKEY,,U,Unknown,DONA SCOTT LASKEY,Celtic,89.898,White,White
200485.0,eric,simonsen,ERIC A SIMONSEN,,U,Unknown,ERIC A SIMONSEN,Nordic,86.516,White,White
200486.0,lawrence,gellerstedt,LAWRENCE L GELLERSTEDT JR,,U,Unknown,LAWRENCE L GELLERSTEDT JR,SouthAsian,52.608,Indian,Unknown
200491.0,david,motley,DAVID L. MOTLEY,,BLACK/AFRICAN AMERICAN,Black,DAVID L. MOTLEY,Celtic,84.28,White,White
200492.0,je,marley,JE MARLEY,,U,Unknown,JE MARLEY,Celtic,72.311,White,White
200493.0,tomago,collins,TOMAGO COLLINS,,BLACK/AFRICAN AMERICAN,Black,TOMAGO COLLINS,European,38.328,White,Unknown
200494.0,nh,prater,NH PRATER,,U,Unknown,NH PRATER,EastAsian,91.222,Asian,Asian
200496.0,john,field,JOHN D FIELD,,U,Unknown,JOHN D FIELD,Celtic,86.409,White,White
200497.0,ruth,ono,RUTH M ONO,,U,Unknown,RUTH M ONO,African,88.052,Black,Black
200498.0,jeffrey,wantanabe,JEFFREY N WANTANABE,,U,Unknown,JEFFREY N WANTANABE,Hispanic,95.461,Hispanic,Hispanic
200499.0,charles,thoele,CHARLES A THOELE,,U,Unknown,CHARLES A THOELE,African,90.937,Black,Black
200500.0,george,thornton,GEORGE A THORNTON III,,U,Unknown,GEORGE A THORNTON III,African,85.045,Black,Black
200501.0,william,synder,WILLIAM P SYNDER III,,U,Unknown,WILLIAM P SYNDER III,Nordic,98.967,White,White
200503.0,sidney,lessen,SIDNEY W LESSEN,,U,Unknown,SIDNEY W LESSEN,African,69.97,Black,Unknown
200505.0,raymond,avansino,RAYMOND C AVANSINO JR,,U,Unknown,RAYMOND C AVANSINO JR,Hispanic,99.467,Hispanic,Hispanic
200506.0,peter,barton,PETER R BARTON,,U,Unknown,PETER R BARTON,Celtic,92.828,White,White
200509.0,william,humphrey,WILLIAM A HUMPHREY,,U,Unknown,WILLIAM A HUMPHREY,Celtic,89.848,White,White
200510.0,berne,schepman,BERNE A SCHEPMAN,,U,Unknown,BERNE A SCHEPMAN,Nordic,74.551,White,White
200511.0,earnest,clark,EARNEST HUBERT CLARK JR,,U,Unknown,EARNEST HUBERT CLARK JR,Celtic,60.644,White,Unknown
200512.0,catherine,hapka,CATHERINE M HAPKA,,U,Unknown,CATHERINE M HAPKA,African,82.681,Black,Black
200513.0,robert,patterson,ROBERT F PATTERSON,,U,Unknown,ROBERT F PATTERSON,Celtic,89.888,White,White
200516.0,howard,horne,HOWARD W HORNE,,U,Unknown,HOWARD W HORNE,Celtic,88.875,White,White
200517.0,kenneth,schnitzer,KENNETH L SCHNITZER SR,,U,Unknown,KENNETH L SCHNITZER SR,Hispanic,40.944,Hispanic,Unknown
200518.0,randolph,vines,JOHN RANDOLPH VINES,,CAUCASIAN,White,JOHN RANDOLPH VINES,Celtic,77.748,White,White
200519.0,stephen,huffman,STEPHEN P HUFFMAN,,U,Unknown,STEPHEN P HUFFMAN,Celtic,84.439,White,White
200520.0,fred,wall,FRED G WALL,,U,Unknown,FRED G WALL,Celtic,72.716,White,White
200521.0,fred,darragh,FRED K DARRAGH JR,,U,Unknown,FRED K DARRAGH JR,Nordic,67.711,White,Unknown
200522.0,robert,fritsch,ROBERT B FRITSCH,,U,Unknown,ROBERT B FRITSCH,Nordic,47.124,White,Unknown
200523.0,john,gerlach,JOHN B GERLACH,,U,Unknown,JOHN B GERLACH,Celtic,62.192,White,Unknown
200524.0,andrew,graham,ANDREW GRAHAM,,CAUCASIAN,White,ANDREW GRAHAM,Celtic,79.775,White,White
200525.0,c,anderson,C R S ANDERSON,,U,Unknown,C R S ANDERSON,Celtic,66.407,White,Unknown
200526.0,wayne,bevis,J WAYNE BEVIS,,U,Unknown,J WAYNE BEVIS,Celtic,69.388,White,Unknown
200527.0,henry,royer,HENRY ROYER,,U,Unknown,HENRY ROYER,Celtic,43.074,White,Unknown
200528.0,vernon,zimmerman,VERNON K ZIMMERMAN,,U,Unknown,VERNON K ZIMMERMAN,African,62.648,Black,Unknown
200529.0,calvin,waller,CALVIN A H WALLER,,U,Unknown,CALVIN A H WALLER,African,45.535,Black,Unknown
200530.0,thomas,roberts,THOMAS H ROBERTS JR,,U,Unknown,THOMAS H ROBERTS JR,Nordic,36.602,White,Unknown
200531.0,george,montgomery,GEORGE G MONTGOMERY JR,,U,Unknown,GEORGE G MONTGOMERY JR,Hispanic,66.515,Hispanic,Unknown
200532.0,brendan,bryne,BRENDAN T BRYNE,,U,Unknown,BRENDAN T BRYNE,African,58.951,Black,Unknown
200534.0,basil,hone,BASIL T A HONE,,U,Unknown,BASIL T A HONE,Celtic,57.015,White,Unknown
200535.0,richard,snelling,RICHARD K SNELLING,,U,Unknown,RICHARD K SNELLING,Celtic,65.071,White,Unknown
200536.0,john,canning,JOHN A CANNING JR,,U,Unknown,JOHN A CANNING JR,Hispanic,98.931,Hispanic,Hispanic
200537.0,quentin,mckenna,QUENTIN C MCKENNA,,U,Unknown,QUENTIN C MCKENNA,Celtic,36.696,White,Unknown
200538.0,robert,reum,W ROBERT REUM,,U,Unknown,W ROBERT REUM,Celtic,83.7,White,White
200539.0,ernest,dorn,ERNEST F DORN,,U,Unknown,ERNEST F DORN,African,49.191,Black,Unknown
200540.0,richard,giertsen,RICHARD I GIERTSEN,,U,Unknown,RICHARD I GIERTSEN,Nordic,97.332,White,White
200541.0,kathleen,lane,KATHLEEN S. LANE,,CAUCASIAN,White,KATHLEEN S. LANE,Celtic,91.339,White,White
200542.0,david,luther,C DAVID LUTHER,,U,Unknown,C DAVID LUTHER,Celtic,77.583,White,White
200543.0,raymond,mithun,RAYMOND MITHUN,,U,Unknown,RAYMOND MITHUN,African,93.437,Black,Black
200544.0,jane,mooty,JANE N MOOTY,,U,Unknown,JANE N MOOTY,Celtic,79.166,White,White
200545.0,john,mooty,JOHN W MOOTY,,U,Unknown,JOHN W MOOTY,Celtic,84.804,White,White
200546.0,thomas,stuart,THOMAS R STUART,,U,Unknown,THOMAS R STUART,Celtic,42.158,White,Unknown
200547.0,hugh,kirkpatrick,HUGH R KIRKPATRICK,,U,Unknown,HUGH R KIRKPATRICK,Celtic,69.173,White,Unknown
200548.0,morton,moskin,MORTON MOSKIN,,U,Unknown,MORTON MOSKIN,Celtic,46.745,White,Unknown
200550.0,anthony,deluca,ANTHONY J DELUCA,,U,Unknown,ANTHONY J DELUCA,European,89.946,White,White
200551.0,kirby,kramer,KIRBY L KRAMER,,U,Unknown,KIRBY L KRAMER,Nordic,85.716,White,White
200552.0,scott,martin,W SCOTT MARTIN,,U,Unknown,W SCOTT MARTIN,Celtic,58.185,White,Unknown
200553.0,james,mcgill,JAMES C MCGILL,,U,Unknown,JAMES C MCGILL,Celtic,93.151,White,White
200554.0,henry,riggs,HENRY E RIGGS,,U,Unknown,HENRY E RIGGS,Celtic,74.293,White,White
200555.0,betty,asher,BETTY T ASHER,,U,Unknown,BETTY T ASHER,Celtic,53.757,White,Unknown
200556.0,edwin,goss,EDWIN J GOSS,,U,Unknown,EDWIN J GOSS,EastAsian,33.356,Asian,Unknown
200557.0,thomas,miller,THOMAS M MILLER,,U,Unknown,THOMAS M MILLER,Celtic,68.951,White,Unknown
200558.0,william,blackwell,WILLIAM E BLACKWELL,,U,Unknown,WILLIAM E BLACKWELL,Celtic,84.397,White,White
200559.0,james,black,JAMES W BLACK,,U,Unknown,JAMES W BLACK,Celtic,89.154,White,White
200560.0,robert,jensen,ROBERT P JENSEN,,U,Unknown,ROBERT P JENSEN,Nordic,98.254,White,White
200561.0,daniel,carroll,DANIEL B CARROLL,,U,Unknown,DANIEL B CARROLL,Celtic,83.669,White,White
200562.0,wallace,carroll,WALLACE E CARROLL JR,,U,Unknown,WALLACE E CARROLL JR,African,84.156,Black,Black
200563.0,arthur,miller,ARTHUR R MILLER,,U,Unknown,ARTHUR R MILLER,Celtic,50.495,White,Unknown
200564.0,william,murphy,WILLIAM H MURPHY,,U,Unknown,WILLIAM H MURPHY,Celtic,86.259,White,White
200565.0,john,prann,JOHN R PRANN JR,,U,Unknown,JOHN R PRANN JR,Hispanic,97.656,Hispanic,Hispanic
200566.0,lutz,raettig,LUTZ R RAETTIG,,U,Unknown,LUTZ R RAETTIG,European,90.363,White,White
200567.0,charles,sahlman,CHARLES W SAHLMAN,,U,Unknown,CHARLES W SAHLMAN,African,46.162,Black,Unknown
200568.0,jacob,saliba,JACOB SALIBA,,U,Unknown,JACOB SALIBA,African,92.841,Black,Black
200569.0,glenn,turcotte,GLENN W TURCOTTE,,U,Unknown,GLENN W TURCOTTE,Celtic,63.547,White,Unknown
200571.0,earnest,clark,EARNEST H CLARK JR,,U,Unknown,EARNEST H CLARK JR,Hispanic,28.774,Hispanic,Unknown
200572.0,kirsten,volpi,KIRSTEN M. VOLPI,,CAUCASIAN,White,KIRSTEN M. VOLPI,Nordic,94.333,White,White
200573.0,floyd,cailloux,FLOYD A CAILLOUX,,U,Unknown,FLOYD A CAILLOUX,Muslim,49.781,MiddleEastern,Unknown
200574.0,arthur,french,ARTHUR L FRENCH,,U,Unknown,ARTHUR L FRENCH,Celtic,80.662,White,White
200575.0,oneil,griffin,F O'NEIL GRIFFIN,,U,Unknown,F O'NEIL GRIFFIN,Nordic,79.142,White,White
200576.0,farrell,huber,FARRELL G HUBER JR,,U,Unknown,FARRELL G HUBER JR,Hispanic,83.955,Hispanic,Hispanic
200577.0,wayne,patterson,W WAYNE PATTERSON,,U,Unknown,W WAYNE PATTERSON,Celtic,74.559,White,White
200578.0,tracey,weber,TRACEY D. WEBER,,CAUCASIAN,White,TRACEY D. WEBER,African,50.579,Black,Unknown
200579.0,stephen,palley,STEPHEN W PALLEY,,U,Unknown,STEPHEN W PALLEY,Celtic,92.443,White,White
200580.0,joan,challinor,JOAN R CHALLINOR,,U,Unknown,JOAN R CHALLINOR,Celtic,69.109,White,Unknown
200581.0,william,lee,WILLIAM S LEE,,U,Unknown,WILLIAM S LEE,EastAsian,47.845,Asian,Unknown
200583.0,scott,smith,S. SCOTT SMITH,,CAUCASIAN,White,S. SCOTT SMITH,Celtic,56.773,White,Unknown
200584.0,william,cash,WILLIAM B CASH,,U,Unknown,WILLIAM B CASH,Celtic,90.419,White,White
200585.0,david,adams,DAVID C. ADAMS,,CAUCASIAN,White,DAVID C. ADAMS,Celtic,77.262,White,White
200587.0,david,zuver,DAVID J ZUVER,,U,Unknown,DAVID J ZUVER,Celtic,42.269,White,Unknown
200588.0,thomas,horack,THOMAS B HORACK,,U,Unknown,THOMAS B HORACK,Celtic,89.915,White,White
200589.0,daniel,terra,DANIEL J TERRA,,U,Unknown,DANIEL J TERRA,European,41.993,White,Unknown
200590.0,james,mclamore,JAMES W MCLAMORE,,U,Unknown,JAMES W MCLAMORE,Celtic,94.059,White,White
200592.0,james,cozad,JAMES W COZAD,,U,Unknown,JAMES W COZAD,European,23.783,White,Unknown
200593.0,michael,weiss,MICHAEL A WEISS,,U,Unknown,MICHAEL A WEISS,European,48.459,White,Unknown
200594.0,bella,wexner,BELLA WEXNER,,U,Unknown,BELLA WEXNER,Celtic,64.352,White,Unknown
200595.0,cynthia,egan,CYNTHIA EGAN,,CAUCASIAN,White,CYNTHIA EGAN,Celtic,75.98,White,White
200596.0,james,geist,JAMES E GEIST,,U,Unknown,JAMES E GEIST,Celtic,69.027,White,Unknown
200597.0,donald,pegler,DONALD H PEGLER JR,,U,Unknown,DONALD H PEGLER JR,Hispanic,90.488,Hispanic,Hispanic
200598.0,robert,lentz,ROBERT H LENTZ,,U,Unknown,ROBERT H LENTZ,Nordic,83.723,White,White
200600.0,roman,dohr,ROMAN DOHR,,U,Unknown,ROMAN DOHR,European,95.331,White,White
200601.0,robert,ix,ROBERT E IX,,U,Unknown,ROBERT E IX,Celtic,38.234,White,Unknown
200602.0,frederick,krieble,FREDERICK B KRIEBLE,,U,Unknown,FREDERICK B KRIEBLE,Celtic,74.831,White,White
200603.0,stephen,trachtenberg,STEPHEN J TRACHTENBERG,,U,Unknown,STEPHEN J TRACHTENBERG,Celtic,63.514,White,Unknown
200604.0,rm,brooks,RM BROOKS,,U,Unknown,RM BROOKS,Celtic,53.191,White,Unknown
200605.0,ms,metz,MS METZ,,U,Unknown,MS METZ,European,88.133,White,White
200606.0,george,schwartz,GEORGE E SCHWARTZ,,U,Unknown,GEORGE E SCHWARTZ,African,92.648,Black,Black
200607.0,jeanne,wertheimer,JEANNE E WERTHEIMER,,U,Unknown,JEANNE E WERTHEIMER,European,67.732,White,Unknown
200608.0,richard,bachman,RICHARD A BACHMAN,,U,Unknown,RICHARD A BACHMAN,Nordic,54.131,White,Unknown
200609.0,eamon,kelly,EAMON M KELLY,,U,Unknown,EAMON M KELLY,Celtic,93.491,White,White
200610.0,victor,rice,VICTOR A RICE,,U,Unknown,VICTOR A RICE,Celtic,49.577,White,Unknown
200611.0,arthur,taylor,ARTHUR R TAYLOR,,U,Unknown,ARTHUR R TAYLOR,Celtic,71.421,White,Unknown
200612.0,wr,timken,WR TIMKEN,,U,Unknown,WR TIMKEN,European,60.767,White,Unknown
200613.0,gordon,cadwgan,GORDON E CADWGAN,,U,Unknown,GORDON E CADWGAN,Celtic,66.248,White,Unknown
200614.0,petro,kulynych,PETRO KULYNYCH,,U,Unknown,PETRO KULYNYCH,European,96.141,White,White
200615.0,russell,long,RUSSELL B LONG,,U,Unknown,RUSSELL B LONG,Celtic,77.364,White,White
200616.0,wg,bares,WG BARES,,U,Unknown,WG BARES,Nordic,42.728,White,Unknown
200617.0,peter,mcnitt,PETER MCNITT,,CAUCASIAN,White,PETER MCNITT,Celtic,87.959,White,White
200618.0,nancy,huston,NANCY HUSTON HANSEN,,U,Unknown,NANCY HUSTON HANSEN,Nordic,98.986,White,White
200619.0,stuart,northrop,STUART J NORTHROP,,U,Unknown,STUART J NORTHROP,Celtic,92.003,White,White
200620.0,rw,van,RW VAN SANT,,U,Unknown,RW VAN SANT,EastAsian,84.89,Asian,Asian
200621.0,russell,henke,RUSSELL F HENKE,,U,Unknown,RUSSELL F HENKE,Celtic,62.37,White,Unknown
200622.0,richard,macneal,RICHARD H MACNEAL,,U,Unknown,RICHARD H MACNEAL,Celtic,84.104,White,White
200623.0,thomas,giacomini,THOMAS W. GIACOMINI,,CAUCASIAN,White,THOMAS W. GIACOMINI,European,53.988,White,Unknown
200624.0,richard,blaney,RICHARD E BLANEY,,U,Unknown,RICHARD E BLANEY,Celtic,75.657,White,White
200625.0,david,mebane,DAVID C MEBANE,,U,Unknown,DAVID C MEBANE,Celtic,34.23,White,Unknown
200626.0,regina,millner,REGINA M MILLNER,,U,Unknown,REGINA M MILLNER,Celtic,66.96,White,Unknown
200627.0,frederic,mohs,FREDERIC E MOHS,,U,Unknown,FREDERIC E MOHS,European,59.498,White,Unknown
200628.0,phillip,stark,PHILLIP C STARK,,U,Unknown,PHILLIP C STARK,Celtic,87.03,White,White
200629.0,lee,swanson,H LEE SWANSON,,U,Unknown,H LEE SWANSON,Celtic,45.019,White,Unknown
200630.0,frank,vondrasek,FRANK C VONDRASEK,,U,Unknown,FRANK C VONDRASEK,European,90.556,White,White
200631.0,robert,silva,ROBERT K SILVA,,U,Unknown,ROBERT K SILVA,African,55.719,Black,Unknown
200632.0,wayne,goettsche,WAYNE K GOETTSCHE,,U,Unknown,WAYNE K GOETTSCHE,African,95.335,Black,Black
200633.0,philip,launiger,PHILIP C LAUNIGER JR,,U,Unknown,PHILIP C LAUNIGER JR,Hispanic,97.409,Hispanic,Hispanic
200634.0,rj,ventres,RJ VENTRES,,U,Unknown,RJ VENTRES,Hispanic,80.496,Hispanic,Hispanic
200635.0,dj,kuester,DJ KUESTER,,U,Unknown,DJ KUESTER,European,92.65,White,White
200636.0,erwin,koning,ERWIN L KONING,,U,Unknown,ERWIN L KONING,European,69.725,White,Unknown
200638.0,edward,cazier,EDWARD C CAZIER JR,,U,Unknown,EDWARD C CAZIER JR,Hispanic,72.307,Hispanic,Hispanic
200639.0,robert,nicholas,ROBERT B NICHOLAS,,U,Unknown,ROBERT B NICHOLAS,Celtic,81.545,White,White
200640.0,george,koch,GEORGE W KOCH,,U,Unknown,GEORGE W KOCH,European,43.275,White,Unknown
200641.0,marschall,runge,MARSCHALL RUNGE,,CAUCASIAN,White,MARSCHALL RUNGE,European,55.553,White,Unknown
200642.0,john,bookout,JOHN F BOOKOUT,,U,Unknown,JOHN F BOOKOUT,Celtic,44.483,White,Unknown
200643.0,james,dutt,JAMES L DUTT,,U,Unknown,JAMES L DUTT,Celtic,92.021,White,White
200644.0,david,chorney,DAVID A. CHORNEY,,CAUCASIAN,White,DAVID A. CHORNEY,Celtic,84.507,White,White
200645.0,tony,thene,TONY THENE,,CAUCASIAN,White,TONY THENE,African,81.398,Black,Black
200647.0,phillip,mason,PHILLIP J. MASON,,CAUCASIAN,White,PHILLIP J. MASON,Celtic,87.866,White,White
200648.0,timothy,harrison,TIMOTHY C. HARRISON,,CAUCASIAN,White,TIMOTHY C. HARRISON,Celtic,74.232,White,White
200649.0,karen,kessler,KAREN KESSLER,,CAUCASIAN,White,KAREN KESSLER,Celtic,70.403,White,Unknown
200650.0,frank,patafio,FRANK PATAFIO,,CAUCASIAN,White,FRANK PATAFIO,Hispanic,81.391,Hispanic,Hispanic
200651.0,alan,rudge,ALAN W RUDGE,,U,Unknown,ALAN W RUDGE,Celtic,94.554,White,White
200652.0,william,shanahan,WILLIAM S SHANAHAN,,U,Unknown,WILLIAM S SHANAHAN,Celtic,33.467,White,Unknown
200653.0,dwight,baum,DWIGHT C BAUM,,U,Unknown,DWIGHT C BAUM,African,84.375,Black,Black
200654.0,david,bossen,DAVID A BOSSEN,,U,Unknown,DAVID A BOSSEN,African,59.88,Black,Unknown
200655.0,john,gingerich,JOHN C GINGERICH,,U,Unknown,JOHN C GINGERICH,Celtic,60.868,White,Unknown
200656.0,brian,smith,BRIAN A. SMITH,,CAUCASIAN,White,BRIAN A. SMITH,Celtic,61.886,White,Unknown
200657.0,jw,mckittrick,JW MCKITTRICK,,U,Unknown,JW MCKITTRICK,Celtic,92.934,White,White
200658.0,graham,tyson,GRAHAM TYSON,,U,Unknown,GRAHAM TYSON,Celtic,56.957,White,Unknown
200659.0,tennant,bryan,D TENNANT BRYAN,,U,Unknown,D TENNANT BRYAN,Celtic,63.321,White,Unknown
200660.0,caleb,blodgett,F CALEB BLODGETT,,U,Unknown,F CALEB BLODGETT,Celtic,83.56,White,White
200661.0,howard,stein,HOWARD STEIN,,U,Unknown,HOWARD STEIN,African,40.601,Black,Unknown
200663.0,bishop,robinson,BISHOP L ROBINSON,,U,Unknown,BISHOP L ROBINSON,Celtic,62.515,White,Unknown
200664.0,brian,topping,BRIAN B TOPPING,,U,Unknown,BRIAN B TOPPING,Celtic,79.974,White,White
200666.0,tyler,lowrey,TYLER A LOWREY,,U,Unknown,TYLER A LOWREY,Celtic,73.536,White,White
200667.0,allen,noble,ALLEN T NOBLE,,U,Unknown,ALLEN T NOBLE,Celtic,45.915,White,Unknown
200668.0,wilbur,stover,WILBUR G STOVER JR,,U,Unknown,WILBUR G STOVER JR,Hispanic,95.084,Hispanic,Hispanic
200669.0,ericson,dunstan,ERICSON M DUNSTAN,,U,Unknown,ERICSON M DUNSTAN,Celtic,47.537,White,Unknown
200670.0,larry,smart,J LARRY SMART,,U,Unknown,J LARRY SMART,Celtic,84.903,White,White
200671.0,chriss,street,CHRISS W STREET,,U,Unknown,CHRISS W STREET,Celtic,71.559,White,Unknown
200672.0,robert,obrien,ROBERT D O'BRIEN,,U,Unknown,ROBERT D O'BRIEN,Celtic,77.121,White,White
200673.0,kaneaster,hodges,KANEASTER HODGES JR,,U,Unknown,KANEASTER HODGES JR,Hispanic,86.577,Hispanic,Hispanic
200674.0,duke,shackelford,H DUKE SHACKELFORD,,U,Unknown,H DUKE SHACKELFORD,Celtic,80.534,White,White
200675.0,charles,ray,CHARLES D RAY,,U,Unknown,CHARLES D RAY,Celtic,85.673,White,White
200676.0,john,gilmartin,JOHN A GILMARTIN,,U,Unknown,JOHN A GILMARTIN,Celtic,78.453,White,White
200678.0,michael,hockett,D MICHAEL HOCKETT,,U,Unknown,D MICHAEL HOCKETT,Celtic,89.378,White,White
200679.0,jack,kelly,JACK R KELLY JR,,U,Unknown,JACK R KELLY JR,Hispanic,77.417,Hispanic,Hispanic
200680.0,bruce,sender,BRUCE W SENDER,,U,Unknown,BRUCE W SENDER,African,92.238,Black,Black
200681.0,walter,lubanko,WALTER A LUBANKO,,U,Unknown,WALTER A LUBANKO,African,90.78,Black,Black
200682.0,john,bertrand,JOHN A BERTRAND,,U,Unknown,JOHN A BERTRAND,Nordic,74.315,White,White
200683.0,william,enouen,WILLIAM A ENOUEN,,U,Unknown,WILLIAM A ENOUEN,African,86.15,Black,Black
200684.0,waldemar,goulet,WALDEMAR M GOULET,,U,Unknown,WALDEMAR M GOULET,European,64.152,White,Unknown
200685.0,kenneth,hopkins,KENNETH H HOPKINS,,U,Unknown,KENNETH H HOPKINS,Celtic,85.996,White,White
200686.0,david,lundeen,DAVID E LUNDEEN,,U,Unknown,DAVID E LUNDEEN,Celtic,77.805,White,White
200687.0,robert,meeker,ROBERT B MEEKER,,U,Unknown,ROBERT B MEEKER,Celtic,59.746,White,Unknown
200688.0,john,richardson,JOHN M RICHARDSON,,U,Unknown,JOHN M RICHARDSON,Celtic,79.143,White,White
200689.0,joseph,rigot,JOSEPH M RIGOT,,U,Unknown,JOSEPH M RIGOT,European,39.824,White,Unknown
200690.0,robert,siewert,ROBERT J SIEWERT,,U,Unknown,ROBERT J SIEWERT,European,88.576,White,White
200691.0,john,torley,JOHN F TORLEY,,U,Unknown,JOHN F TORLEY,Celtic,89.878,White,White
200692.0,john,case,JOHN P. CASE,,CAUCASIAN,White,JOHN P. CASE,Celtic,82.135,White,White
200693.0,barton,biggs,BARTON M BIGGS,,U,Unknown,BARTON M BIGGS,Celtic,87.42,White,White
200694.0,peter,karches,PETER F KARCHES,,U,Unknown,PETER F KARCHES,Celtic,80.57,White,White
200695.0,david,walker,DAVID A WALKER,,U,Unknown,DAVID A WALKER,Celtic,82.263,White,White
200697.0,dolph,van,DOLPH W VAN ARX,,U,Unknown,DOLPH W VAN ARX,African,72.208,Black,Black
200698.0,william,weisz,WILLIAM J WEISZ,,U,Unknown,WILLIAM J WEISZ,European,77.006,White,White
200699.0,richard,graciano,RICHARD A GRACIANO,,U,Unknown,RICHARD A GRACIANO,Hispanic,98.778,Hispanic,Hispanic
200700.0,frank,taplin,FRANK E TAPLIN JR,,U,Unknown,FRANK E TAPLIN JR,African,89.995,Black,Black
200701.0,h,dean,H M DEAN,,U,Unknown,H M DEAN,EastAsian,80.642,Asian,Asian
200702.0,john,roos,JOHN V. ROOS,,CAUCASIAN,White,JOHN V. ROOS,Nordic,31.806,White,Unknown
200703.0,f,krehbiel,F A KREHBIEL,,U,Unknown,F A KREHBIEL,Muslim,47.429,MiddleEastern,Unknown
200704.0,e,mooney,E J MOONEY,,U,Unknown,E J MOONEY,EastAsian,74.81,Asian,Asian
200705.0,w,pogue,W A POGUE,,U,Unknown,W A POGUE,Celtic,35.123,White,Unknown
200706.0,russell,mammel,RUSSELL N MAMMEL,,U,Unknown,RUSSELL N MAMMEL,African,59.834,Black,Unknown
200707.0,stevens,miles,A STEVENS MILES,,U,Unknown,A STEVENS MILES,Celtic,82.981,White,White
200708.0,david,dukes,DAVID R DUKES,,U,Unknown,DAVID R DUKES,Celtic,86.036,White,White
200709.0,leonard,jaffe,LEONARD W JAFFE,,U,Unknown,LEONARD W JAFFE,Celtic,83.879,White,White
200710.0,david,jones,DAVID C JONES,,U,Unknown,DAVID C JONES,Celtic,85.027,White,White
200712.0,john,mcnaughton,JOHN J MCNAUGHTON,,U,Unknown,JOHN J MCNAUGHTON,Celtic,93.779,White,White
200713.0,sam,yau,SAM YAU,,U,Unknown,SAM YAU,EastAsian,58.717,Asian,Unknown
200714.0,leonard,rochwarger,LEONARD ROCHWARGER,,U,Unknown,LEONARD ROCHWARGER,Celtic,57.633,White,Unknown
200715.0,laura,kelly,LAURA KELLY,,CAUCASIAN,White,LAURA KELLY,Celtic,87.451,White,White
200717.0,sheldon,fantle,SHELDON W FANTLE,,U,Unknown,SHELDON W FANTLE,Celtic,54.796,White,Unknown
200718.0,paul,finfer,PAUL M FINFER,,U,Unknown,PAUL M FINFER,Celtic,73.436,White,White
200719.0,alfred,kingon,ALFRED H KINGON,,U,Unknown,ALFRED H KINGON,Celtic,79.849,White,White
200720.0,william,tull,WILLIAM G TULL,,U,Unknown,WILLIAM G TULL,Celtic,87.671,White,White
