names,predictions,confidences
SPENCER F. KIRK,else,41.817
STANLEY L. CLARK,british,66.549
JOSEPH D. MARGOLIS,else,22.189
SAM SMOOKLER,british,32.155
ROBERT H BALDWIN,polish,49.142
GARY N JACOBS,dutch,58.528
BRUCE MORROW,british,57.351
JOHN T REDMOND,british,77.642
DANIEL M WADE,british,37.932
RICHARD J. LEHMANN,german,42.182
JAMES (JACK) K.  MURRAY JR.,british,80.286
PATRICIA BEDIENT,french,55.598
CHARLES E. SYKES,british,82.126
KEVIN R. BRINE,else,57.017
HELEN FRAME PETERS,british,87.448
KAAREN J STREET,else,38.928
HOMA BAHRAMI,hungarian,26.063
ALAN S RAMADAN,else,23.545
JAMES R LEININGER,british,41.893
DENNIS F. LYNCH,danish,67.249
HOWARD L. CARVER,british,50.065
SANFORD A IBRAHIM,nigerian,24.502
LAWRENCE READ,british,37.804
KENNETH G BARITZ,danish,54.295
GARY MERRIMAN,british,53.723
FRANKLIN J. MILLER,british,41.925
PETER MURNANE,else,35.975
DAVID M BEIRNE,else,64.109
STEPHEN A MUCCHETTI,italian,86.157
DOUGLAS LEONE,british,30.866
ERIC GREENBERG,dutch,38.333
ROBERT M HOWE,british,79.412
MERRILL W. SHERMAN,british,48.912
JOHN R KELLY JR,british,44.608
BRADLEY A KEYWELL,british,94.38
ERIC P LEFKOFSKY,german,27.091
BRIAN M HERMELIN,else,40.407
RICHARD A HEISE JR,else,56.05
MICHAEL E. MCGRATH,else,41.106
ROBERT F. FIX,british,50.18
JEFFREY A. MAFFETT,british,67.088
SHELDON M GOLDMAN,british,57.836
WILLIAM C MURPHY,else,58.735
PETER CM HART,british,47.53
TONY A HUNG,else,62.616
EDWARD C LENK,dutch,40.599
GERHARD F. BURBACH,german,98.292
WELLFORD L SANDERS JR,swedish,46.228
JAMES LELAND STRANGE,british,84.586
RODMAN L. DRAKE,british,57.952
JOHN L MARION,british,23.627
GUSTAVO LARA CANTU,italian,47.915
VERNON B RYLES JR,else,93.056
AVEDICK B. POLADIAN,french,25.206
BRIAN R MCNEILL,british,52.14
ALFRED C LIGGINS,else,38.069
LARRY D MARCUS,dutch,23.95
BILL OWENS,german,76.233
JEFFREY P PAPOWS,british,30.202
RICHARD L METRICK,british,47.255
SCOTT THOMPSON,british,91.617
PAUL R ALANIS,british,35.17
MICHAEL LYNNE,british,36.436
WILLIAM WESEMANN,german,45.22
JOHN V BALEN,british,39.521
THOMAS J COLLIGAN,british,40.669
RICHARD MARKEE,british,31.392
TIMOTHY J PROBERT,british,39.833
CARMEN ANA CULPEPER,romanian,78.55
ALLEN R ROWLAND,british,65.084
ROBERT F AMTER,german,22.135
WAYNE W ROBINSON,british,46.248
PETER S KIRLIN,british,40.193
BOGDAN NOWAK,polish,95.804
JOANNE KIM,british,71.495
KENT SNYDER,danish,66.886
PETER-KLAUS MULLER,german,95.442
ALAN W. BALDWIN,british,35.913
WILLIAM H TIMBERS,british,56.944
WILLIAM N STARLING JR.,else,74.57
PETER WAREING,german,42.209
STEWART P MITCHELL,british,93.569
JANIECE M. LONGORIA,zimbabwean,66.48
WILLIAM L DECKELMAN JR,british,43.572
TIMOTHY M HEANEY,british,81.319
DAWN  G. LEPORE,else,48.126
KENNETH C GARDNER,else,29.796
DOUGLAS G. BERGERON,british,42.12
JAMES C GRANGER,british,71.549
KENNETH J ZIKA,zimbabwean,62.481
BRUCE D ISERMAN,nigerian,79.292
ALAN P SHOR,british,68.911
ROBERT R STAPLETON,british,57.773
DONALD GUTHRIE,british,58.769
CANNING KN FOK,chinese,58.654
HANS R SNOOK,danish,42.073
SUSAN MF WOO CHOW,british,85.52
RAJ-ERIK RELANDER,swedish,99.369
ROBERT J BLENDON,british,77.698
JEFFREY A COZAD,else,43.206
PATRICE MARIE DANIELS,french,83.849
JOHN G NUGENT,british,51.434
JOE ROTH,danish,53.106
JOEL PELOFSKY,german,45.53
RUPERT MURDOCH,german,33.846
RICHARD E CHAPMAN,british,82.492
JAMES  THOMAS,british,53.772
STANLEY TROTMAN,british,52.677
ALAN L. WELLS,british,95.166
BRIAN FRIEDMAN,british,55.32
ROLAND W BURRIS,german,28.286
DANIEL L. GOODWIN,polish,59.043
JOEL G. HERTER,else,44.32
HEIDI N. LAWTON,else,59.247
THOMAS R MCWILLIAMS,else,49.984
ROBERT D PARKS,british,66.422
JOEL D. SIMMONS,british,73.19
ERIC P KARROS,french,28.01
ALTON YOTHER,german,23.342
PAUL O. BOWER,else,41.743
MONTE J. BARROW,danish,74.416
WILLIAM CAHILL,british,81.862
RANDALL L. CHURCHEY,british,41.261
JOHN L. FORD,british,43.662
ELLEN J. KULLMAN,danish,77.446
KEVIN M. MURAI,else,28.694
GREGORY ME SPIERKEL,dutch,76.397
ROBERT H. DICKINSON,british,87.085
ANNE C. SCHAUMBURG,danish,33.79
JOHN R GROW,danish,37.683
STEVEN WHEELER,british,89.975
CHARLES SHERWOOD,british,58.741
FRED B COX,british,48.691
MICHAEL P DOWNEY,british,75.709
LAWRENCE D LENIHAN JR,else,65.775
BRIAN G. SWEENEY,else,52.172
ANTHONY PRINCIPI,italian,83.131
GORDON L STITT,else,36.856
CAROL MEYROWITZ,german,23.717
VIJAY VISHWANATH,indian,99.342
TIMOTHY  SAMPLES,british,91.881
ROBERT EVANS,british,80.426
CURTLAND E. FIELDS,british,48.45
EDWARD STEWART,british,50.239
JOSEPH F TRUNGALE,british,82.564
W. GRADY ROSIER,french,55.356
HOWARD SCHROTT,british,68.981
ROSCOE C. YOUNG II,chinese,49.075
KATHLEEN L. BROWN,british,86.406
ROBERT B. POLET,polish,53.377
WILLIAM J DEVERS JR,else,71.848
JOHN P. CALAMOS SR.,else,94.782
NICK P. CALAMOS,else,72.882
ARTHUR L. KNIGHT,british,43.881
G. BRADFORD BULKLEY,else,51.388
RICHARD W. GILBERT,german,32.529
NADER H. SULTAN,pakistani,50.347
DONALD J LISTWIN,british,37.124
WILLIAM THACKER,british,45.904
ROY RICHARDS JR,british,71.609
DAVID R HELWIG,hungarian,24.691
MICHAEL HARMON,german,51.355
RAMSEY A FRANK,british,42.724
DAVID R JESSICK,british,30.935
JACK E BRUCKER,dutch,36.43
STEPHEN R BROWN,british,91.538
SAUL K FENSTER,british,43.468
JOSEPH MURPHY,else,82.814
KIM CAMPBELL,danish,69.233
JOHN W. EAVES,british,69.458
R DAVID ALEXANDER JR,dutch,47.824
GUSTAV H P BOEL,else,78.141
WILLIAM J LLOYD,british,75.582
MICHAEL S. CHADWICK,zimbabwean,47.76
JAMES M. TRIMBLE,british,81.587
SAMUEL R FULLER,british,52.252
DONALD S FREDRICKSON,british,56.554
JAMES J GRIERSON,british,58.987
VINCENT CHAN,chinese,49.177
SUSAN D. DESMOND-HELLMANN,german,38.13
ISABEL AGUILERA,spanish,85.513
ROBERT M. TARKOFF,german,28.801
EDWARD GARDEN,british,35.976
DANIEL C. STANZIONE,italian,54.603
JAMES TUCKER,british,67.767
JIMMY W WOLIVER,british,84.166
DANIEL J. HOUSTON,british,50.767
SAM OWUSU AKYAW,dutch,41.034
THOMAS M PATTON,british,77.042
MERIT E. JANOW,dutch,93.276
GUY M CAMPBELL,else,38.278
ROGER B MCNAMEE,else,81.587
LESTER H MCKEEVER,else,48.258
DUANE A DAGGETT,british,60.133
MYLES E STANDISH,else,35.584
JAMES CLAYBURN LAFORCE,british,72.477
MICHAEL F. DEVINE III,swedish,23.564
CHERYL GORDON KRONGARD,else,27.56
PAUL HEGARTY,british,80.086
KEITH J KRACH,danish,44.55
BENNETT ROSENTHAL,danish,45.96
DAVID F D'ALAESSANDRO,italian,50.417
KENNETH R WILLIAMS,british,81.644
CHRISTOPHER G KENBER,british,46.655
JOHN J MUELLER,danish,38.754
KENNETH R. COLE,british,42.481
MICHAEL DONOVAN,nigerian,15.896
EDWARD LUJAN,hungarian,23.632
M ANN PADILLA,else,38.455
EDWARD J. HEFFERNAN,british,39.099
HUGH R. ROVIT,else,34.403
NICK WHITE,british,50.681
PAUL C KORMAN,british,40.686
PAT V COSTA,else,82.326
FRANK A DIPIETRO,italian,60.185
JAY M HAFT,else,31.645
THOMAS KOHN,german,93.861
MARK J LERNER,else,33.914
HOWARD STERN,british,62.196
ROBERT H WALKER,british,33.97
RICHARD M. MCVEY,british,69.565
STEPHEN CASPER,british,76.825
DAVID G. GOMACH,polish,21.619
RONALD M. HERSCH,german,65.124
JOHN STEINHARDT,german,31.844
J. TAYLOR SIMONTON,british,59.653
MATTHEW NEVILLE,british,56.696
PER G LOFBERG,swedish,92.713
MARK E. JENNINGS,british,94.586
RICHARD M KRASNO,else,20.263
BENNETT M. SHAPIRO,zimbabwean,95.668
BERNT REITAN,swedish,27.912
MING HSIEH,chinese,96.506
CHARLES REAM,british,58.454
DAVID B. MULLEN,british,40.441
JULIO M QUINTANA,spanish,98.505
MINORU MORIO,japanese,99.939
PAMELA JOYNER,zimbabwean,54.632
ROBERT G SCOTT,british,76.911
JOHN C MOLAN,else,63.019
LON GORMAN,british,70.591
JEFFREY N. EDWARDS,british,79.293
JOHN D. MARKESE,danish,67.415
DEBORAH L. WINCE-SMITH,british,90.795
MARTIN G WADE,british,72.153
JAMES L MAC DONALD,british,50.628
CHARLES E. HOFFMAN,british,47.404
JAMES L GARDNER,british,42.498
MARK H SWARTZ,danish,57.65
GARY J SPIES,british,84.903
R SCOTT SMITH JR,british,53.21
JEFFREY P WILLIAMS,british,62.547
SCOT B JARVIS,british,57.632
THOMAS J BERNARD,french,30.477
ALEJANDRO BURILLO ASCARRAGA,spanish,99.196
ROBERT C DYNES,british,34.425
PETER JOB,british,32.225
MATTHEW J SZULIK,hungarian,51.986
DAVID URE,zimbabwean,38.291
MICHELANGELO VOLPI,italian,99.505
PHILIP K WOOD,else,50.336
VIVEK Y RANADIVE,indian,71.631
BARRY J. GOLDSTEIN,else,50.555
FRANCES LUCAS-TAUCHAR,spanish,38.477
CAROLYN C SHANKS,british,91.118
JOSEPH W RICHMOND JR,dutch,33.257
GEORGE MURNANE III,else,92.363
DOUGLAS W BAENA,spanish,37.697
WILLIAM BISHOP,british,49.228
ERVAN E. ZOUZALIK,hungarian,47.838
JAMES B KEEGAN JR.,else,69.005
ROBERT C MATTHEWS JR,else,38.643
JOHN J GOOSSENS,dutch,58.365
ANNETTE QUINTANA,else,27.721
RAHN K PORTER,british,59.643
JOSE B CARRION JR,else,50.172
MASON A CHRISMAN,british,45.475
ALBERT A SPRINGS III,swedish,76.655
W GAIRY NICHOLS III,else,27.546
STEPHEN L CHRYST,british,84.686
THOMAS J ROGERS,danish,38.661
BENJAMIN J SOTTILE,british,27.813
CARL D DONAWAY,british,47.972
GEORGE LINDAHL III,else,88.988
JEFF D SANDEFER,else,20.919
JOHN H ECHOLS,danish,51.61
DUNCAN W STEWART,british,72.214
EINAR J GREVE,danish,71.77
SVEIN S JACOBSEN,else,87.313
LOU ANN POYNTER,british,83.713
ROBERTS JOHN R,else,74.854
J ALBERTO YEPEZ,spanish,54.482
SIMON E KUKES,british,39.688
GERALD CLARK,british,49.012
LAWRENCE V STEIN,german,43.149
SUSAN T CONGALTON,british,93.525
JULIO S LEON,spanish,58.539
EDGAR C GERWIG,german,57.304
MARC LEBARON,french,93.337
JEFFREY MCLAREN,else,43.235
JUAN ACOSTA-REBOYRAS,spanish,91.273
A HUGH EWING III,swedish,41.804
JCOLEY CLARK,british,33.548
GREGORY B TOMLINSON,british,33.552
CORLISS J NELSON,british,28.934
THOMAS F SKELLY,british,27.595
WILLIAM V BOETTCHER,british,36.444
DAVID H ANDERSON,danish,42.927
RICHARD W BOOTH,british,75.769
NORIMICHI KANARI,japanese,99.901
TAKAHARU SAEGUSA,japanese,96.677
GALAI P DOSS,else,51.036
DAVID V GOEDDEL,german,22.558
STEVEN L MCKNIGHT,british,67.899
PAUL A MARKS,british,71.457
ROBERT T KENNEY,british,48.648
LAURENCE A TANNER,french,32.417
MARIE S GUSTIN,swedish,46.542
MARK E KARP,british,79.923
FRED M HOLLFELDER,british,52.579
HARRY N MAZADOORIAN,else,27.04
JEFFREY T WITHERWAX,british,92.184
JEAN-FRANCOIS THEODORE,french,99.142
STEVEN E. KAROL,british,34.647
MARK ZUPAN,ukrainian,78.98
AMIN I. KHALIFA,dutch,19.225
JAMES M. MCTAGGART,british,48.317
LAWRENCE M WAGNER,danish,22.566
HELEN P PUDLIN,british,57.109
WALTER T SEGSWORTH,german,83.292
RICHARD G ELLENBERGER,german,37.156
ERIC BLANCHARD,french,97.406
DEANNA W OPPENHEIMER,british,28.918
JOHN R ALBERS,british,70.935
JAMES DECLUSIN,british,45.257
GREGORY D GOVEN,else,38.483
FRANCESCO CAIO,italian,98.308
H ALLEN TATE,zimbabwean,60.624
FRANK J. O'CONNELL,else,62.364
WERNER T HEID,german,74.257
ROBERT FRIST,polish,17.923
FRANK GORDON,british,26.917
THOMPSON S. DENT,british,47.024
WILLIAM W. STEAD,british,49.946
DARRELL L JENNINGS,british,83.821
MARINA HATSOPOULOS,greek,99.371
DAVID M SAMPLE,british,57.574
PATRICIA C SUELTZ,british,53.07
H MACKIN,polish,14.107
R EDWARD WILSON,british,69.155
MICHEL BAISE,french,94.17
RICHARD  HAWKINS,british,83.73
STEVEN  COLLINS,british,82.075
JERRY GRAMAGLIA,italian,87.895
KAY ISAACSON-LEIBOWITZ,german,77.453
TIMOTHY BARROWS,british,76.518
HENK VISSER,dutch,99.193
KARIN EASTHAM,german,34.392
J DONALD WILSON,british,40.682
DANIEL F MCMANUS,else,56.256
TOM E SMITH,else,78.78
MICHAEL F PRICE,british,69.95
BOB G. ALEXANDER,british,37.232
DENNIS G SEVERANCE,else,37.371
RONALD CROEN,dutch,78.605
VINTON CERF,else,36.331
CURTIS CARLSON,swedish,72.44
ALAN HERZIG,german,14.579
GARY MORGENTHALER,british,64.392
CANTEY ERGEN,turkish,39.491
C MICHAEL SCHROEDER,german,63.927
ANDREW B ALBERT,british,55.326
STEPHEN F. REITMAN,british,82.583
NICK L. VOLLER,danish,84.891
MARK M FELDMAN,british,36.958
FRANK E MELTON,british,45.757
CORINNE H LYLE,else,37.157
DAVID A DODD,british,55.146
PHILIPPE ROLLIER,french,96.403
LAWRENCE M TANENBAUM,else,30.635
TRUNG T DOAN,else,73.235
EDWARD B SPENO,else,36.122
JAIME W ELLERTSON,spanish,38.875
ALAN FELLER,else,35.704
WILLEM VAN BOKHORST,dutch,99.885
JAMES N MILLS,british,71.11
TIMOTHY L CONLON,british,88.216
MARK R TERCEK,polish,23.421
SHARON PATRICK,british,45.122
JOHN N. FOX JR.,else,60.858
DAVID E. WEISS,british,44.922
JOHN T MANNING,british,92.752
ALLAN A TUTTLE,else,38.762
PHILIPPE GERMOND,french,96.839
GEORG KOFLER,german,88.983
PIERRE LESCURE,french,96.847
JEAN-MARIE MESSIER,french,99.139
RICHARD A CANTOR,british,70.236
DINESH C. PALIWAL,indian,97.046
ROBERT MATZA,italian,27.62
HEIDI L SCHNEIDER,danish,48.174
MARVIN C SCHWARTZ,german,39.595
PETER E SUNDMAN,swedish,43.901
LAWRENCE ZICKLIN,german,39.394
PETER A KLISARES,swedish,42.932
JAMES C LINTZENICH,else,16.584
RICHARD N TINSLEY,british,79.166
P KINGSTON DUFFIE,british,54.784
GEOFFREY Y YANG,chinese,32.047
JOHN K PETERS,british,64.717
WILLIAM B RICHARDSON,british,87.13
THOMAS E GALLAGHER,german,36.023
JAMES L FERRIS,british,64.746
JON L FINLEY,british,66.29
WILHELM SIMSON,german,59.483
MAUD E MATER,else,36.42
JAMES C FREE,british,83.796
HAROLD ICKES,german,50.24
JOHN M. BALLBACH,danish,87.222
ANJAN MUKHERJEE,indian,72.529
MICHAEL W. PRESS,german,42.362
JANE F. AGGERS,british,64.437
ROBERT S PICOW,british,44.983
STEVEN E BERNSTEIN,german,51.203
ROBERT M MELZER,german,50.032
ROBERT T CUSHING,british,92.492
VIVEK RAGAVAN,indian,98.433
NANCY J SCHOENDORF,german,35.462
ROBERT L CULVER,else,57.085
HOWARD W SPEAKS JR,dutch,92.067
MATTHEW J DESCH,dutch,29.528
LOUIS LIPSCHITZ,french,50.954
MASAKI YOSHIKAWA,japanese,99.993
BRENDAN J DAWSON,british,59.386
WORLEY H CLARK JR,british,51.346
LORD BAKER,british,61.077
JAMES R HEEKIN III,british,86.615
KENNETH KLEIN,danish,48.415
RALPH B WAGNER,german,77.154
PAUL F DENINGER,british,52.333
JOHN SHIELDS,british,40.028
DAVID F D'ALESSANDRO,else,37.474
ROBERT E FAST,french,19.025
R ROBERT POPEO,else,27.611
ROBERT A TARR JR,else,38.397
DOUGLAS P BOYD,else,43.122
WILLIAM J. MERRITT,british,90.124
WILLIAM SIMON,german,15.15
ELIOT WADSWORTH II,british,42.576
GINA DOYNOW,polish,47.636
DAVID W YOUNG,british,66.891
THERESA E GILLESPIE,british,76.134
MIKAL J THOMSEN,danish,98.91
MARTIN A. LAMBERT,danish,24.841
JOE C MCKINNEY,else,77.495
DONALD P CASEY,else,83.3
BEATRIZ V INFANTE,spanish,60.315
LEROY BARNES JR,else,57.78
MUHTAR KENT,turkish,94.77
LLOYD K EVERSON,british,56.789
KENNETH K KLEIN,danish,62.749
WILLIAM E KELVIE,else,56.173
CLIFTON PEMBLE,british,70.182
TERRENCE M MCDERMOTT,british,85.881
CHARLES PEFFER,french,45.93
JOHN A KELLY JR,british,55.358
SCOTT A JONES,british,87.621
THOMAS N MATLACK,german,25.768
JOSEPH T CHUNG,british,72.78
JEET SINGH,indian,85.324
ROBERT F WALTERS,british,33.267
JOMEI CHANG,chinese,96.648
M DALE SKEEN,else,62.902
WILLIAM T OWENS,british,90.477
MICHAEL HSING,danish,47.751
JAMES C. MOYER,british,66.766
DOUGLAS C EBY,british,61.082
RAYMOND J. SPENCER,british,72.923
JULIE L REINGANUM,else,36.353
JOSEPH Y BAE,else,51.456
ANN T BUIVID,else,73.853
ROBERT M MURPHY,british,67.16
JAMES G GALLAGHER,british,50.171
S LAWRENCE PRENDERGAST,british,54.543
HARVEY S TRAISON,british,59.037
GEORGE E ROBB JR,else,79.43
LINDA L GREEN,british,40.87
ERIC ZINTERHOFER,german,49.404
PETER CHEN,chinese,63.11
JEAN HAMILTON,french,64.654
JAMES R CUMMINGS,british,95.269
MICHAEL P POLSKY,else,27.216
SAMUEL  THOMAS,british,31.523
P. KAY NORTON,else,61.137
STEVEN BUTLER,british,57.004
MERVIN DUNN,turkish,22.532
LEONARD S GUDELSKI,polish,54.759
RONALD E HERMANCE JR,dutch,61.721
VERNE S ATWATER,swedish,25.97
JOHN D BIRCHBY,danish,58.339
JOHN W KLIE,british,43.731
ARTHUR V WYNNE JR,else,75.835
KENNETH L BIRCHBY,danish,73.202
ANDREW J EGNER JR,british,24.81
WAYNE L. BADOVINUS,else,88.185
DAVID D LEE,british,36.073
ANDREW S RAPPAPORT,british,59.98
KEITH MCAULIFFE,british,59.242
DOUGLAS C SPRENG,british,73.216
WILLIAM E GREENHEY,british,53.735
D HARDING STOWE,british,32.661
TODD S FARHA,else,92.267
RUBEN JOSE KING-SHAW JR.,else,40.94
CHRISTIAN P. MICHALIK,german,30.092
ALIF A. HOURANI,pakistani,76.36
WOLF-DIETER HASS,german,99.375
ANTHONY J TETHER,british,37.461
ANTHONY PJ SMURFIT,dutch,29.64
HUGH M DURDEN,else,71.573
JEAN-FRANCOIS FORMELA,french,98.956
GEORGE A SCANGOS,romanian,39.465
PETER STADLER,german,31.947
LANCE WILLSEY,french,30.08
CHARLES COHEN,french,30.236
GEOFFREY DUYK,else,48.698
ANDREW E. SENYEI,british,27.579
G THOMAS HARGROVE,british,27.668
JEFFREY P LANE,british,67.417
NELSON P LANE,else,41.967
FORREST P SCHNEIDER,dutch,23.436
ALEXANDER M KNASTER,else,26.527
JAMES E NAVE,british,86.685
MICHAEL BOSWORTH,danish,37.96
PHILIP W READ,british,46.587
JAMI NACHTSHEIM,swedish,41.549
DAVID Y CHEN,chinese,65.131
JOHN R HARDESTY,british,24.912
PHILIP D FISHBACH,danish,75.391
MICHAEL SCHRAGE,german,66.71
JON MILLER,danish,21.692
LUTZ LINGNAU,german,40.808
IAN F WADE,british,86.647
KEVIN H WHALEN,else,83.289
A C (DEL) MARSH,else,58.587
NEAL WADDINGTON,british,69.101
JOHN C STISKA,british,32.685
LAWRENCE E FOX,british,61.795
ERIC P WENAAS,french,57.427
ERIKA PAULSON,danish,45.554
LAWRENCE J BOUMAN,british,59.192
ROCH DOLIVEUX,french,65.357
JOHN GIULIANI,italian,87.057
MATTHEW MOOG,british,48.424
JOHN HAMM,british,26.309
NELSON LANE KELLY,else,45.389
TOYOHIKO MURAKI,japanese,99.976
THOMAS P MACMAHON,british,27.676
F THOMSON LEIGHTON,british,87.894
EDWARD W SCOTT,british,69.128
TERRANCE G MCGUIRE,else,51.085
TODD A DAGRES,else,87.189
DANIEL M LEWIN,british,30.718
CHARLES C MILLER III,british,52.814
COLIN VK WILLIAMS,british,79.009
RONALD J SALDARINI,dutch,30.707
OSCAR MUNOZ,spanish,89.635
D MARTIN PHILLIPS,british,44.478
  SERIES B DIRECTOR DESIGNEE I,french,62.763
  SERIES B DIRECTOR DESIGNEE II,french,46.269
FINN BERG JACOBSEN,danish,98.432
TIMOTHY S. LUCAS,british,59.054
PHILIP  MOORE,british,62.204
STEPHEN M. WOOD,british,88.495
SEAN  ERWIN,else,36.742
EDWARD D GRZEDZINSKI,polish,98.737
JAMES U MCNEAL,else,99.076
DAN L. CRIPPEN,else,31.117
JEFFREY KATZENBERG,danish,67.308
ROGER A. ENRICO,british,30.453
JERRY EDGERTON,british,66.919
LEWIS COLEMAN,british,57.612
DAVID GEFFEN,else,46.231
NATHAN MYHRVOLD,british,23.596
IAN J. BERG,else,86.512
MICHAEL A DIPIANO,italian,78.889
BRIAN TIERNEY,british,63.452
E ROLLAND DICKSON,british,40.141
GERALD W. DEITCHLE,british,45.593
PATRICIA M ECKERT,german,45.724
JEFFREY P MCMULLEN,british,48.702
ARNOLD GOLIEB,polish,29.177
GEORGE L KIRKLAND,british,41.892
JAMES W DURKIN JR,else,58.041
DAVID BRADDOCK,british,32.153
DAVID E MCGURN JR,else,68.269
RICHARD P. CRYSTAL,british,62.132
JAMES J BRANIFF III,else,39.754
MARTIN A. SIMONETTI,italian,90.11
MALCOLM L GEFTER,british,77.345
G LEONARD BAKER JR,else,89.785
WILLIAM R RINGO,zimbabwean,31.545
ALBERT L ZESIGER,german,20.666
BARBARA KACZYNSKI,polish,97.168
JOHN W PORTER,british,79.515
A JEFFREY TURNER,british,71.129
WILLIAM R FLOYD,british,52.36
LANCE ROSENZWEIG,german,66.414
WILLIAM J. LANSING,british,53.173
GREG R. GIANFORTE,british,58.757
ROBERT R SCHILLER,german,40.218
MARCO W. HELLMAN,dutch,47.776
JERRY J LANGDON,else,37.76
JOHN FORSGREN,swedish,92.076
JAMES R MATTHEWS,british,68.317
B. MARY MCNABB,else,84.551
GERALD E THOMPSON,british,74.722
ALAN S KAPLAN,british,67.102
ALAN HELLER,else,28.011
IRWIN ZAZULIA,italian,36.136
MAYNARD H JACKSON,else,31.975
ESTEBAN E TORRES,spanish,96.216
CHARLES CROVITZ,french,56.722
STEPHEN J FISHER,british,73.15
JUNICHI HATTORI,japanese,99.92
FRED J HALL,british,27.903
DANA L SCHMALTZ,danish,90.138
ALBERT H PHARIS,french,29.008
EVERETT R DOBSON,hungarian,60.175
RUSSELL L DOBSON,british,57.971
STEPHEN T DOBSON,british,91.062
ROBERT N. FISCH,polish,54.503
EUGENE HALL,else,20.349
MICHAEL J. BINGLE,british,40.532
MARC BENIOFF,french,90.467
STUART M. KRASSNER,british,62.587
ANTHONY E. MAIDA III,british,41.367
DILIP J. MEHTA,indian,54.117
FREDERICK J GRONBACHER,german,36.082
HUGH PANERO,spanish,28.91
NATHANIEL A DAVIS,nigerian,32.47
PIERCE J ROBERTS,british,22.689
RANDY S SEGAL,british,80.65
ALI JENAB,pakistani,77.093
RONALD V CONGEMI,zimbabwean,63.627
GUY W ADAMS,british,27.273
DAVID A HILTON,british,79.603
SUSAN M SWAIN,british,97.664
SCOTT P KURNIT,british,59.591
WILLIAM WILSON III,british,52.198
JOHN A ADDISON,else,37.75
STEPHEN T CLARK,british,88.787
PATRICK M JAMES,british,33.902
JOESPH P MAZUREK,else,62.446
RUSSEL J HOWARD,british,35.312
MRC GREENWOOD,german,37.812
GORDON RINGOLD,danish,41.969
MALCOM W MACNAUGHT,british,71.724
DEREK R REISFIELD,british,91.007
ANNA REILLY CULLINAN,british,72.895
GEORGE A BAJALIA,greek,30.395
MICHAEL L HUYGHUE,else,19.023
WILLIAM R RAUTH III,british,48.029
MARY ANN BROWN,british,89.568
JENNIFER J MING,british,59.999
SAM H LEE,else,58.899
DAVID M DOYLE,else,51.519
DORAN G MACHIN,romanian,32.655
PAMELA THOMAS-GRAHAM,british,36.756
ERIC GREEN,french,20.091
WILLIAM E. HERRON,british,57.239
THOMAS R BARUCH,german,39.945
HANS M BARELLA,german,41.533
BELINDA W CHEW,else,52.237
JAN H M HOMMEN,dutch,33.71
GERARD J KLEISTERLEE,dutch,82.656
ERIK J WESTERINK,dutch,92.473
ADRIENNE L. GRAVES,hungarian,37.767
JUDITH D MOORE,british,49.244
ERIC J HAUTEMONT,french,43.356
DOUGLAS A SABELLA,else,34.368
JEFFREY C SMITH,british,76.425
ALLAN H CONSEUR,else,43.672
EVELYN D'AN,french,20.936
GIDEON BEN-EFRAIM,else,27.113
ROBERT J WYNNE,british,63.98
RICHARD A KAY,british,48.918
JOHN C WALKER,british,81.717
PRESCOTT ASHE,british,23.952
RAYMOND SVIDER,british,27.305
THOMAS R HUDSON JR.,else,72.208
PENG T ONG,else,98.33
MARTIN W BRAUNS,german,43.785
JOSEPH NEMEC,hungarian,29.148
ROMESH T WADHWANI,indian,56.355
EDWARD KUNTZ,german,54.812
MARVIN S SAMSON,british,29.57
GREGORY MAYS,french,68.439
MAYNARD G WEBB,british,62.257
ROBERT J. HUNT,british,79.848
CHARLES WALKER,british,54.799
THIERRY PILENKO,french,65.267
TERENCE K YOUNG,british,92.223
SHIRLEY E SINGLETON,british,80.978
CARL E WARDEN,swedish,92.551
BARRY M ARIKO,nigerian,59.881
LYNN PETERSON,british,50.839
BRIAN E BARENTS,british,46.521
J. MICHAEL PATTERSON,british,54.907
PIERS MARMION,french,33.084
BOBBY R JOHNSON JR,british,55.399
J STEVEN YOUNG,british,70.022
HARISH MANWANI,indian,66.011
LINDA CHOWDRY,british,84.543
RICHARD A GALBRAITH,british,43.02
STEPHEN A GREENE,british,76.976
TIMOTHY J TULLY,british,93.366
JAMES T MATHENY,else,29.076
RONALD B WOODWARD,british,41.917
J DAVID PIERSON,else,33.118
JACK M ANTONINI,italian,30.491
JOHN V HASHMAN,british,56.807
WILLIAM H ROGERS JR,else,72.099
PAUL A BERG,else,52.944
LAWRENCE A KERN,british,45.67
THEODORE H SCHELL,danish,60.992
MICHAEL P HUSEBY,british,26.664
DAVID DEMING,french,36.788
FARAJ AALAEI,danish,39.522
SHAHIN HEDAYAT,danish,25.083
MICHAEL F VARGO,italian,14.161
WILLIAM E BARKER,british,62.295
JERRY SHAW-YAU CHANG,else,42.026
ARTHUR I RUBINFELD,british,73.32
WILLIAM R PAPE,british,80.283
BARRY FORMAN,british,53.886
KIM KORTH,danish,97.974
WILLIAM A. ROBBIE,british,87.297
C JIM STEWART III,swedish,43.384
JOHN J SHERIDAN,else,30.229
JOHN R BARNICLE,british,60.297
ROBERT C TAYLOR JR,else,18.982
KATHLEEN A PERONE,italian,51.998
ANDREW E SINWELL,british,92.187
DAVID H J FURNISS,british,39.0
WILLIAM J HARDING,british,62.17
